info,lat,lon,type,year
"Attack ID: 094-19  Date: 2019-08-07 00:00:00  Vessel: Chemical Tanker  Status: Boarded  Full report: 
 View",-14.38416667,40.7,boarded,2019
"Attack ID: 093-19  Date: 2019-08-06 00:00:00  Vessel: Chemical Tanker  Status: Attempted  Full report: 
 View",1.105555556,104.1686111,attempted,2019
"Attack ID: 092-19  Date: 2019-08-04 00:00:00  Vessel: Maintenance Pontoon  Status: Boarded  Full report: 
 View",19.03666667,-92.00722222,boarded,2019
"Attack ID: 091-19  Date: 2019-07-25 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",6.431490006,3.336576873,boarded,2019
"Attack ID: 090-19  Date: 2019-07-26 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",-4.07201756,39.65304699,boarded,2019
"Attack ID: 089-19  Date: 2019-07-30 00:00:00  Vessel: Chemical Tanker  Status: Boarded  Full report: 
 View",-6.008472248,106.8666667,boarded,2019
"Attack ID: 088-19  Date: 2019-07-30 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",3.878529288,98.77253418,boarded,2019
"Attack ID: 087-19  Date: 2019-07-29 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",6.431989159,3.354177475,boarded,2019
"Attack ID: 086-19  Date: 2019-07-29 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",6.319763009,-10.83364529,boarded,2019
"Attack ID: 085-19  Date: 2019-07-27 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",1.757451021,101.3674593,boarded,2019
"Attack ID: 084-19  Date: 2019-07-22 00:00:00  Vessel: Offshore Tug  Status: Boarded  Full report: 
 View",1.068254259,103.9035191,boarded,2019
"Attack ID: 083-19  Date: 2019-07-26 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.300833333,3.389166667,boarded,2019
"Attack ID: 082-19  Date: 2019-07-25 00:00:00  Vessel: General Cargo  Status: Boarded  Full report: 
 View",10.74157639,106.7446844,boarded,2019
"Attack ID: 081-19  Date: 2019-07-21 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",2.918888889,105.1688889,boarded,2019
"Attack ID: 080-19  Date: 2019-07-21 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",8.466944444,-13.46694444,boarded,2019
"Attack ID: 079-19  Date: 2019-07-11 00:00:00  Vessel: Tug  Status: Boarded  Full report: 
 View",1.216666667,103.5166667,boarded,2019
"Attack ID: 078-19  Date: 2019-07-13 00:00:00  Vessel: General Cargo  Status: Hijacked  Full report: 
 View",2.966666667,4.666666667,hijacked,2019
"Attack ID: 077-19  Date: 2019-06-30 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-6.098694738,106.8839425,boarded,2019
"Attack ID: 076-19  Date: 2019-06-17 00:00:00  Vessel: Fishing Vessel  Status: Boarded  Full report: 
 View",5.180533614,119.3218231,boarded,2019
"Attack ID: 075-19  Date: 2019-05-03 00:00:00  Vessel: Product Tanker  Status: Fired Upon  Full report: 
 View",2.973611111,5.27,fired upon,2019
"Attack ID: 074-19  Date: 2019-05-31 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",1.573442594,104.3853209,boarded,2019
"Attack ID: 073-19  Date: 2019-02-19 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-3.683333333,114.4333333,boarded,2019
"Attack ID: 072-19  Date: 2019-05-31 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",0.0575,-50.97695833,boarded,2019
"Attack ID: 071-19  Date: 2019-05-28 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-6.008365265,105.9587547,boarded,2019
"Attack ID: 070-19  Date: 2019-05-18 00:00:00  Vessel: Tug  Status: Boarded  Full report: 
 View",1.216666667,103.5666667,boarded,2019
"Attack ID: 069-19  Date: 2019-05-26 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",-14.54722222,40.65444444,boarded,2019
"Attack ID: 068-19  Date: 2019-05-23 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-3.716666667,114.4341667,boarded,2019
"Attack ID: 067-19  Date: 2019-05-22 00:00:00  Vessel: Yacht  Status: Attempted  Full report: 
 View",-0.890800826,131.2359381,attempted,2019
"Attack ID: 066-19  Date: 2019-04-24 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",10.2,-64.75,boarded,2019
"Attack ID: 065-19  Date: 2019-05-14 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",9.383333333,-13.68333333,boarded,2019
"Attack ID: 064-19  Date: 2019-05-12 00:00:00  Vessel: General Cargo  Status: Boarded  Full report: 
 View",1,104.9136111,boarded,2019
"Attack ID: 063-19  Date: 2019-05-18 00:00:00  Vessel: LNG Tanker  Status: Boarded  Full report: 
 View",-11.98333333,-77.18333333,attempted,2019
"Attack ID: 062-19  Date: 2019-05-10 00:00:00  Vessel: Bulk Carrier  Status: Attempted  Full report: 
 View",7.668888889,128.4833333,attempted,2019
"Attack ID: 061-19  Date: 2019-05-05 00:00:00  Vessel: Tug  Status: Hijacked  Full report: 
 View",3.066666667,7.983333333,hijacked,2019
"Attack ID: 060-19  Date: 2019-05-12 00:00:00  Vessel: Chemical Tanker  Status: Hijacked  Full report: 
 View",6.103346016,1.295871735,hijacked,2019
"Attack ID: 059-19  Date: 2019-05-11 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",1.721111111,101.45,boarded,2019
"Attack ID: 058-19  Date: 2019-05-05 00:00:00  Vessel: Heavy Load Carrier  Status: Boarded  Full report: 
 View",3.083333333,7.983333333,boarded,2019
"Attack ID: 057-19  Date: 2019-04-28 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",-5.852034647,13.43147278,boarded,2019
"Attack ID: 056-19  Date: 2019-04-25 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",12.28333333,-72.01666667,boarded,2019
"Attack ID: 055-19  Date: 2019-05-03 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.268611111,3.219722222,boarded,2019
"Attack ID: 054-19  Date: 2019-05-03 00:00:00  Vessel: Bulk Carrier  Status: Attempted  Full report: 
 View",-0.148357922,-81.32727051,attempted,2019
"Attack ID: 053-19  Date: 2019-05-02 00:00:00  Vessel: Pleasure Craft  Status: Boarded  Full report: 
 View",9.277777778,-78.12916667,boarded,2019
"Attack ID: 052-19  Date: 2019-04-26 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",-6.097286545,106.8970585,boarded,2019
"Attack ID: 051-19  Date: 2019-04-24 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.334166667,3.334722222,boarded,2019
"Attack ID: 050-19  Date: 2019-04-26 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",10.28333333,-64.7,boarded,2019
"Attack ID: 049-19  Date: 2019-04-05 00:00:00  Vessel: Chemical Tanker  Status: Hijacked  Full report: 
 View",6.169084171,3.344254557,hijacked,2019
"Attack ID: 048-19  Date: 2019-04-26 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-12.01666667,-77.21666667,boarded,2019
"Attack ID: SUS-001  Date: 2019-04-21 00:00:00  Vessel: Fishing Vessel  Status: Suspicious  Full report: 
 View",-1.05,48.7,suspicious vessel,2019
"Attack ID: 047-19  Date: 2019-04-19 00:00:00  Vessel: Container  Status: Attempted  Full report: 
 View",3.785,-77.23416667,attempted,2019
"Attack ID: 046-19  Date: 2019-04-19 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",4.332033052,7.17956543,boarded,2019
"Attack ID: 045-19  Date: 2019-03-26 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",13.73333333,121.0333333,boarded,2019
"Attack ID: 044-19  Date: 2019-04-13 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",17.61694444,83.31722222,boarded,2019
"Attack ID: 043-19  Date: 2019-04-15 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",4.469444444,7.169444444,boarded,2019
"Attack ID: 042-19  Date: 2019-04-14 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",-12.01916667,-77.18888889,boarded,2019
"Attack ID: 041-19  Date: 2019-04-01 00:00:00  Vessel: Container  Status: Fired Upon  Full report: 
 View",-2.516666667,-80.08333333,fired upon,2019
"Attack ID: 040-19  Date: 2019-04-01 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",33.60929401,-7.60477066,boarded,2019
"Attack ID: 039-19  Date: 2019-03-30 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.3025,3.284444444,boarded,2019
"Attack ID: 038-19  Date: 2019-03-30 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",3.883333333,9.5,boarded,2019
"Attack ID: 037-19  Date: 2019-03-29 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",4.890555556,-1.695,boarded,2019
"Attack ID: 036-19  Date: 2019-03-26 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",14.55,120.9,boarded,2019
"Attack ID: 035-19  Date: 2019-03-28 00:00:00  Vessel: Crude Oil Tanker  Status: Boarded  Full report: 
 View",10.18333333,-64.86666667,boarded,2019
"Attack ID: 034-19  Date: 2019-03-24 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 ViewAttack ID: 004-19  Date: 2019-01-07 00:00:00  Vessel: Product Tanker  Status: Attempted  Full report: 
 View",6.25,3.2,boarded,2019
"Attack ID: 033-19  Date: 2019-03-21 00:00:00  Vessel: LPG Tanker  Status: Boarded  Full report: 
 View",18.40222222,-69.31694444,boarded,2019
"Attack ID: 032-19  Date: 2019-03-21 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",10.18388889,-64.78444444,boarded,2019
"Attack ID: 031-19  Date: 2019-03-19 00:00:00  Vessel: Vehicle Carrier  Status: Attempted  Full report: 
 View",-12.03333333,-77.2,attempted,2019
"Attack ID: 030-19  Date: 2018-02-28 00:00:00  Vessel: Offshore Supply Ship  Status: Fired Upon  Full report: 
 View",3.866666667,7.066666667,fired upon,2019
"Attack ID: 029-19  Date: 2019-03-09 00:00:00  Vessel: Offshore Support Vessel  Status: Boarded  Full report: 
 View",3.959245229,6.664737956,boarded,2019
"Attack ID: 028-19  Date: 2019-02-25 00:00:00  Vessel: Bulk Carrier  Status: Attempted  Full report: 
 View",-3.729743822,114.4480469,attempted,2019
"Attack ID: 027-19  Date: 2019-03-10 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",0.05,-50.95,boarded,2019
"Attack ID: 026-19  Date: 2019-03-03 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",5.866666667,1.4,boarded,2019
"Attack ID: 025-19  Date: 2019-03-02 00:00:00  Vessel: Crude Oil Tanker  Status: Boarded  Full report: 
 View",4.5,3.233333333,boarded,2019
"Attack ID: 024-19  Date: 2019-02-23 00:00:00  Vessel: General Cargo  Status: Boarded  Full report: 
 View",4.901666667,-1.667222222,boarded,2019
"Attack ID: 023-19  Date: 2019-02-27 00:00:00  Vessel: Crude Oil Tanker  Status: Fired Upon  Full report: 
 View",3.118611111,6.201111111,fired upon,2019
"Attack ID: 022-19  Date: 2019-02-27 00:00:00  Vessel: Product Tanker  Status: Fired Upon  Full report: 
 View",3.133333333,6.05,fired upon,2019
"Attack ID: 021-19  Date: 2019-02-27 00:00:00  Vessel: Crude Oil Tanker  Status: Boarded  Full report: 
 View",4.934444444,-1.5675,boarded,2019
"Attack ID: 020-19  Date: 2019-02-21 00:00:00  Vessel: Container  Status: Fired Upon  Full report: 
 View",2.984722222,5.935,fired upon,2019
"Attack ID: 019-19  Date: 2019-02-03 00:00:00  Vessel: Landing Craft  Status: Boarded  Full report: 
 View",2.535,4.784166667,boarded,2019
"Attack ID: 018-19  Date: 2019-02-10 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",38.86666667,118.7,boarded,2019
"Attack ID: 017-19  Date: 2019-02-09 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.347803954,-10.79903097,boarded,2019
"Attack ID: 016-19  Date: 2019-01-03 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",6.285555556,3.3175,boarded,2019
"Attack ID: 015-19  Date: 2019-02-05 00:00:00  Vessel: Chemical Tanker  Status: Boarded  Full report: 
 View",3.917777778,98.78333333,boarded,2019
"Attack ID: 014-19  Date: 2019-02-03 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",23.03689039,70.22290806,boarded,2019
"Attack ID: 013-19  Date: 2019-01-29 00:00:00  Vessel: Ore Carrier  Status: Boarded  Full report: 
 View",38.86666667,119.1833333,boarded,2019
"Attack ID: 012-19  Date: 2019-01-19 00:00:00  Vessel: Product Tanker  Status: Boarded  Full report: 
 View",5.2,-4.033333333,boarded,2019
"Attack ID: 011-19  Date: 2019-01-25 00:00:00  Vessel: Tanker  Status: Fired Upon  Full report: 
 View",3.033333333,6.083333333,fired upon,2019
"Attack ID: 010-19  Date: 2019-01-24 00:00:00  Vessel: Product Tanker  Status: Fired Upon  Full report: 
 View",3.716666667,6.166666667,fired upon,2019
"Attack ID: 009-19  Date: 2019-01-25 00:00:00  Vessel: Bulk Carrier  Status: Fired Upon  Full report: 
 View",3.535555556,6.185,fired upon,2019
"Attack ID: 008-19  Date: 2019-01-17 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",10.195,-64.78833333,boarded,2019
"Attack ID: 007-19  Date: 2019-01-02 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",5.466666667,2.35,boarded,2019
"Attack ID: 006-19  Date: 2019-01-10 19:20:00  Vessel: General Cargo  Status: Boarded  Full report: 
 View",-6.010760962,105.9507966,boarded,2019
"Attack ID: 005-19  Date: 2019-01-11 00:00:00  Vessel: Bulk Carrier  Status: Boarded  Full report: 
 View",38.9,118.6,boarded,2019
"Attack ID: 003-19  Date: 2019-01-07 00:00:00  Vessel: Tanker  Status: Boarded  Full report: 
 View",6.266666667,3.333333333,boarded,2019
"Attack ID: 002-19  Date: 2019-01-03 00:00:00  Vessel: Container  Status: Boarded  Full report: 
 View",10.31694444,-75.5175,boarded,2019
"Attack ID: 001-19  Date: 2019-01-03 00:00:00  Vessel: Tanker  Status: Attempted  Full report: 
 View",10.26666667,-64.7,attempted,2019
